"","Date","Site","Stream","Q","TN_Load","TP_Load","Nitrate_Load","Ammonium_Load","SRP_Load","DOC_Load"
"749",2021-08-10,"14","EF",0.0140594571362271,0.0120475885801778,0.000533942386656037,0.00854814993882609,0.000802795002478569,0.382417234105378,0.0298920303856531
"750",2021-08-10,"15","EF",0.0140594571362271,0.0112995357049562,0.000437001839204552,0.00778893925346983,0.00112897440803904,0.336021025555828,0.0321568791615099
"751",2021-08-10,"16","MB",0.0026094510076442,0.00083669039689715,8.36783562126476e-05,0.000407074357192494,0.000100176824183461,0.056625086865879,0.00383706162648019
"752",2021-08-10,"18","MB",0.0026094510076442,0.00122763307055247,0.000182493070455177,0.000448825573314802,0.000178747394023627,0.155001389854065,0.00630513125031966
"753",2021-08-10,"19","MB",0.0026094510076442,0.0113738742470361,0.000691988593672689,0.00881994440583738,0.000960277970813064,0.587126476719944,0.0108332032055559
"754",2021-08-10,"20","MB",0.0026094510076442,0.00227988998816887,0.00020762513671647,0.00045404447533009,0.000128645934676859,0.157349895760945,0.00896494333159138
"755",2021-08-10,"22","DE",0.00304633992673445,0.00297724064505883,7.20159145409517e-05,0.00256197187838367,8.43531525712768e-05,0.0600128965566686,0.00301875150163394
"756",2021-08-10,"23","DE",0.00304633992673445,0.00187677060773286,0.000103356175339147,0.00130687982856908,8.9053655078228e-05,0.0941319037360944,0.00440486898042546
"757",2021-08-10,"24","DE",0.00304633992673445,0.00246539411706184,0.000119026304215075,0.00208065016995963,0.000117070843384405,0.112105309303828,0.00456022413421987
"758",2021-08-10,"25","DE",0.00304633992673445,0.00281942129775866,0.000137697099243216,0.00240660854212021,9.73914874577002e-05,0.140436270622458,0.00419165108553611
"759",2021-08-10,"40","EF",0.0140594571362271,0.00635844953780014,0.000549329773578238,0.0036273399411466,0.00061158638542588,0.487863162627081,0.027177975191695
"760",2021-08-10,"41","FM_Branch",0.0468801185696045,0.0295380192577358,0.00116982238240497,0.0179550854121585,0.00234400592848023,0.600065517690938,0.0964705970365149
"761",2021-08-10,"42","FM_Branch",0.0468801185696045,0.0321636209789105,0.000933805597469257,0.0191270883763986,0.00214242141863093,0.571937446549175,0.0980095035920908
"762",2021-08-25,"0","BD",0.12011914,NA,NA,0.01297286712,0.08396327886,18.97882412,0.548885001696645
"763",2021-08-25,"8","FM",0.0379183001991641,NA,NA,0.00290833362527588,0.00240781206264692,0.856953584501108,0.0884133743251871
"764",2021-08-25,"11","FM",0.0379183001991641,NA,NA,0.00394350322071306,0.00205896370081461,1.07687972565626,0.086990834749644
"765",2021-08-25,"42","FM_Branch",0.029119358637948,NA,NA,0.00320312945017428,0.00117059821724551,0.757103324586649,0.0681155386606113
"766",2021-09-05,"0","BD",0.517448764085085,NA,NA,0.0879662898944644,0.0406197279806792,2.51997548109436,2.34264554333679
"767",2021-09-05,"2","LF",0.0110445136699383,NA,NA,0.00165667705049075,0.000400584510808663,0.836069684814331,0.035934809099734
"768",2021-09-05,"5","LF",0.0110445136699383,NA,NA,0.00144683129076192,0.00064831295242538,0.957559335183653,0.0419738873141352
"769",2021-09-05,"8","FM",0.0583804731153253,NA,NA,0.00723917866630034,0.00281393880415868,1.24934212466796,0.196574057701987
"770",2021-09-05,"11","FM",0.0583804731153253,NA,NA,0.00887383191352945,0.00255706472245125,1.38945526014474,0.193781557024883
"771",2021-09-05,"41","FM_Branch",0.0448332843289141,NA,NA,0.00659049279635037,0.00200853113793535,1.05358218172948,0.146670045777443
"772",2021-09-05,"42","FM_Branch",0.0448332843289141,NA,NA,0.00860799059115151,0.00147008339314509,1.12083210822285,0.146670045777443
