"","Date","TN_Stream_Change","TN_Lake_Change","TP_Stream_Change","TP_Lake_Change","Nitrate_Stream_Change","Nitrate_Lake_Change","SRP_Stream_Change","SRP_Lake_Change","DOC_Stream_Change","DOC_Lake_Change","Percent_Q_Change"
"1","2019-12-08",-22.7236888610969,-69.1165605319636,-6.87692449999239,-96.2024048094422,-17.0990857425253,-84.6497764530551,-50.7462686567164,-95.2525252525252,-38.833746898263,-49.5943204868154,NA
"2","2019-12-15",-29.8036632449544,-76.3365743033652,-5.75065024351027,-96.6683095265615,-27.3740386124627,-88.8264534255457,-17.9442508710801,-97.5690021231422,-20.5710577547047,-62.7450980392157,NA
"3","2020-01-06",5.82303570528722,-87.3132946386527,-1.97919311466586,-90.1371990675015,4.59122029802658,-89.7189064304967,6.53287788215201,-83.9278557114229,NA,-59.2560553633218,NA
"4","2020-01-13",29.8048946837611,-78.7714993208535,16.5696343359884,-84.5510662080532,30.7777777777778,-81.393372982158,42.6342237503306,-77.563508251437,NA,NA,NA
"5","2020-01-31",3.53157663211509,-76.4346114026846,-0.989366628755599,-77.5588345572176,2.82436010591351,-78.7124463519313,-5.94844679444812,-12.1574139142656,-4.92721164613661,-51.8256772673734,NA
"6","2020-02-16",3.14165298368117,-73.6334848650295,-0.68751821774428,-90.1228548686823,4.48430493273542,-75.6925477955521,-7.18113612004286,-7.1593533487298,-1.23762376237623,-62.0300751879699,NA
"7","2020-03-01",NA,NA,NA,NA,1.97002141327622,-74.002519949601,-18.4025903939558,14.4179894179894,-2.62828535669587,-68.2519280205656,NA
"8","2020-03-08",3.00398528934114,-74.1557086477108,-3.60896655538082,-88.9703753782375,3.06459217350306,-74.5654162854529,-18.4679958027282,12.6126126126126,-6.11289459604066,-61.0058412879327,NA
"9","2020-05-22",0.356434239029853,-84.9337611162206,4.94417861580474,-90.2975524252259,-1.75886524822694,-86.2546924631822,-5.5328798185941,-70.5712914066251,-8.12929364100757,-59.8887930208034,NA
"10","2020-06-01",2.51364746822423,-74.7453371807041,0.914876690533013,-89.5250295624754,0.415564790328672,-79.1572610985704,15.0568181818182,-86.803840877915,-3.76153300212919,-51.9665683382498,NA
"11","2020-06-08",-4.16369679818768,-72.9913623611019,-0.00946611132146806,-95.9954558364101,-4.29076224129227,-74.6308016877637,10.4913108774941,-93.7281553398058,-4.07358738501971,-57.2260273972603,NA
"12","2020-06-15",-7.89685871272887,-70.1464788223933,-0.759445604708573,-95.8580447675531,-3.05927342256213,-72.715318869165,-10.9696376101861,-91.4741474147415,-6.92764693401231,-57.8137467228998,NA
"13","2020-07-13",-38.4679592664139,-34.583930855393,-7.16953556349465,-96.606315052917,-39.4875164257556,-42.0919290626131,-43.304535637149,-101.396825396825,-24.4547106937292,-61.5538847117794,NA
"14","2020-07-20",13.5538149115173,-37.264319656635,4.58901584961296,-95.7444933920705,9.58073254033683,-45.1878123488635,39.3809114359415,-97.2671190623072,42.6062717770035,-62.8029710711493,NA
"15","2020-07-28",-15.8620892536698,-74.4484458585364,-8.91971481711093,-96.0520718114524,-16.2984218077475,-84.6760370243401,-27.8846153846154,-96.5728395061728,3.8847231005511,-66.8405948343334,NA
"16","2020-08-04",-8.13906988779367,-82.387134772477,-2.70675505050505,-95.0198718468651,-6.77106307895898,-95.8126330731015,-13.2267441860465,-96.8592964824121,-0.660191709515654,-75.3338871493386,NA
"17","2020-08-18",22.3782860396697,-50.4614191547111,2.44654400795625,-91.9231142607514,NA,NA,NA,NA,43.0297798877859,-37.7640313820157,NA
"18","2020-11-03",-10.5126478791959,-59.2970765262252,-1.67796904886112,-93.3592713767796,-14.4967682363804,-87.832973362131,-9.63302752293578,-92.6395939086294,30.0177226406735,-75.015618787982,NA
"19","2020-11-17",-5.3137619383373,-22.4140265366908,-2.31889268380371,-91.6267942583732,-5.9895617595891,-59.9929502996123,-18.9010989010989,-99.0582655826558,-1.85998828353838,-65.1096851216236,NA
"20","2020-12-02",-3.60947125256678,-89.7971241220916,-1.21252947120242,-93.5134674394818,-2.94117647058823,-95.0154607297464,-5.28996865203762,-99.2180388911874,-6.19118745332338,-65.1062813470265,NA
"21","2020-12-14",4.00144568360184,-82.9208658094623,-2.59960440802487,-92.5345711246494,3.01556420233464,-90.8781869688385,-10.4489795918367,-99.024612579763,-6.69084315503173,-57.2483482316362,NA
"22","2021-01-12",-23.2363783668595,-101.6721034655,-2.95072827022556,-91.2814295595154,-21.1082910321489,-85.0402144772118,-16.1629434954008,-65.282131661442,NA,NA,NA
"23","2021-01-27",-19.0415219632508,-76.5752048619389,-1.1957839997906,-94.5051902808624,-21.1878926327813,-79.0942028985507,-18.5937009521816,-83.0976863753213,NA,NA,-13.2896135360305
"24","2021-02-24",-23.4625829674438,-81.612969273078,-12.7685422992692,-93.6908478016444,-21.4668314791924,-84.8898216159496,-28.9381720430107,-87.1155664838283,-21.4078004301437,-77.9339346170831,NA
"25","2021-03-10",-21.0904821218319,-69.0649885311453,-3.88437101835938,-85.7227058598494,-21.2187637001315,-70.7289927657206,-20.5588822355289,30.0251256281407,-22.279516521899,-50.2584086286012,54.3122129021011
"26","2021-03-24",-22.0905566179848,-72.604695706808,-3.85099606859069,-89.5235273010948,-21.7644610903038,-73.1914893617021,-27.3474178403756,20.4361873990307,-21.2806694085945,-56.8147013782542,-0.421342670321713
"27","2021-04-07",-22.9362680403593,-65.9301906963485,-2.70373685969726,-95.1089324117097,-23.2967032967033,-69.1618911174785,-25.5963650132526,-84.2239185750636,-20.682069080541,-66.3998197656954,NA
"28","2021-04-21",-23.8624978918453,-69.7639900618327,-2.94485715285321,-93.6765641059769,-23.0958230958231,-72.9233226837061,-11.5116631323841,-87.3331051009928,-21.3469898299351,-66.4296661691022,13.0914096050984
"29","2021-04-29",-37.2932717379402,-69.2245577432986,NA,NA,-32.8381548084441,-68.5681024447031,-84.7703062583222,-94.2950819672131,NA,NA,-44.8875552319933
"30","2021-05-05",-25.9247899333832,-88.853652694943,-12.0176387686254,-95.0206012437644,-24.6090534979424,-90.7569141193595,-29.7872340425532,-98.682277318641,-21.4346007119538,-83.240386451002,119.236301977107
"31","2021-05-10",-22.561641815811,-87.4951348124339,NA,NA,NA,NA,NA,NA,NA,NA,67.9640070368068
"32","2021-05-18",-20.1677421484483,-76.9846063109957,-1.99707161038903,-86.0756246661414,-22.7329192546584,-80.7073954983923,-17.3273657289003,-84.9187935034803,-19.4074389226712,-67.9988565431087,104.051099496639
"33","2021-06-01",-26.7567094108959,-74.0614606604905,-2.27003643601312,-96.6173156350323,-25.679347826087,-77.0566727605119,-16.3713344832994,-91.8807425464092,-21.3795307658523,-65.2445379876453,30.410948581033
"34","2021-06-09",-24.7441929949519,-75.4848862926233,NA,NA,-23.8412360149174,-76.5302553340329,-17.8272980501393,-90.3259452411995,-19.6665209337779,-72.4101566471144,919.392367427473
"35","2021-06-15",-22.206494816082,-72.1231542123666,-5.4257080746804,-87.5011409898315,-22.6197345643393,-76.006711409396,-21.485660554772,-90.2694610778443,-22.1220708083885,-57.4766874055777,1594.48485802318
"36","2021-06-29",-28.1418422346786,-68.3858713508613,-10.0463302342367,-95.4910996653855,-24.0634005763689,-71.157495256167,-29.317738791423,-97.5041367898511,-28.3514472094577,-53.7485601100172,43.9917382492565
"37","2021-07-13",-31.1952074781709,-49.5882588888024,-9.27860087011982,-95.6894243805302,-27.5549805950841,-52.1875,-25.7413509060956,-97.8646699944537,-25.0040312552019,-66.0507162978424,51.2458003327018
"38","2021-07-17",NA,NA,NA,NA,-17.0464135021097,-77.7721261444557,-19.3345323741007,-99.4782608695652,-21.7269434354632,-83.7654730622088,-0.441674864102265
"39","2021-07-27",-34.4358491702662,-67.9459859541778,-11.3106226198591,-91.2062440587997,-26.2800740283775,-75.5230125523013,-47.1445929526124,-95.1072796934866,-29.2606524187933,-53.405187911405,17.9172740544681
"40","2021-08-10",-58.8090389592533,-25.9229726450056,-20.1205843868975,-92.0940584477993,-59.1833590138675,-32.0498301245753,-71.2219598583235,-81.0461538461538,-40.8716324574514,-48.2290975115847,-74.9816053113003
"41","2021-08-25",NA,NA,NA,NA,-3.00000000000001,-89.9693507940931,-12.5925925925926,569.491525423729,-0.224701062739786,37.1531408272372,-88.4269176122099
"42","2021-09-05",NA,NA,NA,NA,-3.7037037037037,-86.6562009419152,-12.9547471162378,-95.0356778797146,-5.58889192068588,-40.5925014348625,-51.6143001632534
"43","2021-10-31",-24.3046204823413,-88.7804630138237,-8.72850253482682,-91.5799432292343,-26.0419882679839,-95.8202880400752,-22.5878278080158,-95.701502077341,-18.6788329131996,-76.1280325384466,13.5663481858079
"44","2021-11-14",-18.7635384170766,-68.8310752398608,-5.4272726799642,-92.7857348827665,-9.13626254733425,-87.5802077131706,-29.8009405398441,-95.6914747178123,-35.5276623502551,-63.2057261431111,-83.1775930617706
"45","2021-11-28",-27.6550102000856,-85.9061841303887,-2.44562874812864,-94.0402370158918,-27.4282786885246,-97.13398277566,-14.7395677721342,-95.1524354631468,-21.4500262691114,-65.7896224212138,-13.8626346529552
"46","2021-12-13",-21.9724418127102,-92.8589017484322,-12.6482458464297,-89.8493034031868,-20.0466200466201,-96.5660141607663,-30.1192504258944,-97.0014627011214,-19.8977657945851,-63.2292580192542,87.3693775285345
